일련번호,관리_건축물대장_PK,전유_공용_구분_코드,주_부속_구분_코드,층_번호_명,구조_코드,기타_구조,주_용도_코드,기타_용도,면적
50837409,10891188456,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
50837410,10891188456,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
50837411,10891188456,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
103274804,10891188457,1,0,13층,21,철근콘크리트조,02001,아파트,85.000000000
103274805,10891188457,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
103274806,10891188457,2,0,13층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
103274807,10891188457,1,1,1층,19,조적조,02005,경비실,0.092000000
103274808,10891188457,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
103274809,10891188457,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
103274810,10891188457,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
18058992,10891188458,1,0,14층,21,철근콘크리트조,02001,아파트,85.000000000
18058993,10891188458,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
18058994,10891188458,2,0,14층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
18058995,10891188458,1,1,1층,19,조적조,02005,경비실,0.092000000
18058996,10891188458,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
18058997,10891188458,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
18058998,10891188458,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
28598787,10891188459,1,0,14층,21,철근콘크리트조,02001,아파트,85.000000000
28598788,10891188459,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
28598789,10891188459,2,0,14층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
28598790,10891188459,1,1,1층,19,조적조,02005,경비실,0.092000000
28598791,10891188459,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
28598792,10891188459,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
28598793,10891188459,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
28071342,10891188460,1,0,14층,21,철근콘크리트조,02001,아파트,85.000000000
28071343,10891188460,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
28071344,10891188460,2,0,14층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
28071345,10891188460,1,1,1층,19,조적조,02005,경비실,0.092000000
28071346,10891188460,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
28071347,10891188460,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
28071348,10891188460,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
82919143,10891188461,1,0,14층,21,철근콘크리트조,02001,아파트,85.000000000
82919144,10891188461,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
82919145,10891188461,2,0,14층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
82919146,10891188461,1,1,1층,19,조적조,02005,경비실,0.092000000
82919147,10891188461,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
82919148,10891188461,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
82919149,10891188461,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
32359190,10891188462,1,0,15층,21,철근콘크리트조,02001,아파트,85.000000000
32359191,10891188462,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
32359192,10891188462,2,0,15층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
32359193,10891188462,1,1,1층,19,조적조,02005,경비실,0.092000000
32359194,10891188462,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
32359195,10891188462,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
32359196,10891188462,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
51172876,10891188463,1,0,15층,21,철근콘크리트조,02001,아파트,85.000000000
51172877,10891188463,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
51172878,10891188463,2,0,15층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
51172879,10891188463,1,1,1층,19,조적조,02005,경비실,0.092000000
51172880,10891188463,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
51172881,10891188463,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
51172882,10891188463,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
73327046,10891188464,1,0,11층,21,철근콘크리트조,02001,아파트,85.000000000
73327047,10891188464,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
73327048,10891188464,2,0,11층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
73327049,10891188464,1,1,1층,19,조적조,02005,경비실,0.092000000
73327050,10891188464,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
73327051,10891188464,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
73327052,10891188464,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
76122306,10891188465,1,0,7층,21,철근콘크리트조,02001,아파트,85.000000000
76122307,10891188465,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
76122308,10891188465,2,0,7층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
76122309,10891188465,1,1,1층,19,조적조,02005,경비실,0.092000000
76122310,10891188465,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
76122311,10891188465,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
76122312,10891188465,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
102763224,10891188466,1,0,7층,21,철근콘크리트조,02001,아파트,85.000000000
102763225,10891188466,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
102763226,10891188466,2,0,7층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
102763227,10891188466,1,1,1층,19,조적조,02005,경비실,0.092000000
102763228,10891188466,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
102763229,10891188466,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
102763230,10891188466,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
104119113,10891188467,1,0,7층,21,철근콘크리트조,02001,아파트,85.000000000
104119114,10891188467,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
104119115,10891188467,2,0,7층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
104119116,10891188467,1,1,1층,19,조적조,02005,경비실,0.092000000
104119117,10891188467,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
104119118,10891188467,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
104119119,10891188467,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
14776193,10891188468,1,0,8층,21,철근콘크리트조,02001,아파트,85.000000000
14776194,10891188468,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
14776195,10891188468,2,0,8층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
14776196,10891188468,1,1,1층,19,조적조,02005,경비실,0.092000000
14776197,10891188468,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
14776198,10891188468,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
14776199,10891188468,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
71335256,10891188469,1,0,8층,21,철근콘크리트조,02001,아파트,85.000000000
71335257,10891188469,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
71335258,10891188469,2,0,8층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
71335259,10891188469,1,1,1층,19,조적조,02005,경비실,0.092000000
71335260,10891188469,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
71335261,10891188469,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
71335262,10891188469,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
4219066,10891188470,1,0,8층,21,철근콘크리트조,02001,아파트,85.000000000
4219067,10891188470,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
4219068,10891188470,2,0,8층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
4219069,10891188470,1,1,1층,19,조적조,02005,경비실,0.092000000
4219070,10891188470,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
4219071,10891188470,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
4219072,10891188470,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
87404082,10891188471,1,0,8층,21,철근콘크리트조,02001,아파트,85.000000000
87404083,10891188471,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
87404084,10891188471,2,0,8층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
87404085,10891188471,1,1,1층,19,조적조,02005,경비실,0.092000000
87404086,10891188471,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
87404087,10891188471,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
87404088,10891188471,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
31218971,10891188472,1,0,8층,21,철근콘크리트조,02001,아파트,85.000000000
31218972,10891188472,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
31218973,10891188472,2,0,8층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
31218974,10891188472,1,1,1층,19,조적조,02005,경비실,0.092000000
31218975,10891188472,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
31218976,10891188472,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
31218977,10891188472,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
69214782,10891188473,1,0,9층,21,철근콘크리트조,02001,아파트,85.000000000
69214783,10891188473,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
69214784,10891188473,2,0,9층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
69214785,10891188473,1,1,1층,19,조적조,02005,경비실,0.092000000
69214786,10891188473,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
69214787,10891188473,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
69214788,10891188473,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
3528319,10891188474,1,0,9층,21,철근콘크리트조,02001,아파트,85.000000000
3528320,10891188474,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
3528321,10891188474,2,0,9층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
3528322,10891188474,1,1,1층,19,조적조,02005,경비실,0.092000000
3528323,10891188474,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
3528324,10891188474,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
3528458,10891188474,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
3670427,10891188475,1,0,9층,21,철근콘크리트조,02001,아파트,85.000000000
3670428,10891188475,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
3670430,10891188475,2,0,9층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
3670431,10891188475,1,1,1층,19,조적조,02005,경비실,0.092000000
3670432,10891188475,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
3670433,10891188475,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
3670434,10891188475,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
14828363,10891188476,1,0,9층,21,철근콘크리트조,02001,아파트,85.000000000
14828364,10891188476,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
14828365,10891188476,2,0,9층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
14828366,10891188476,1,1,1층,19,조적조,02005,경비실,0.092000000
14828367,10891188476,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
14828368,10891188476,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
14828369,10891188476,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
33829737,10891188477,1,0,10층,21,철근콘크리트조,02001,아파트,85.000000000
33829738,10891188477,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
33829739,10891188477,2,0,10층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
33829740,10891188477,1,1,1층,19,조적조,02005,경비실,0.092000000
33829741,10891188477,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
33829742,10891188477,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
33829743,10891188477,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
60623916,10891188478,1,0,10층,21,철근콘크리트조,02001,아파트,85.000000000
60623917,10891188478,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
60623918,10891188478,2,0,10층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
60623919,10891188478,1,1,1층,19,조적조,02005,경비실,0.092000000
60623920,10891188478,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
60623921,10891188478,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
60623922,10891188478,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
17261098,10891188479,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
17261099,10891188479,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
17261109,10891188479,1,0,10층,21,철근콘크리트조,02001,아파트,85.000000000
17261110,10891188479,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
17261111,10891188479,2,0,10층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
17261112,10891188479,1,1,1층,19,조적조,02005,경비실,0.092000000
17261113,10891188479,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
53509354,10891188480,1,0,11층,21,철근콘크리트조,02001,아파트,85.000000000
53509355,10891188480,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
53509356,10891188480,2,0,11층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
53509357,10891188480,1,1,1층,19,조적조,02005,경비실,0.092000000
53509358,10891188480,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
53509359,10891188480,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
53509360,10891188480,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
109047249,10891188481,1,0,11층,21,철근콘크리트조,02001,아파트,85.000000000
109047250,10891188481,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
109047251,10891188481,2,0,11층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
109047252,10891188481,1,1,1층,19,조적조,02005,경비실,0.092000000
109047253,10891188481,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
109047254,10891188481,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
109047255,10891188481,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
34599920,10891188482,1,0,7층,21,철근콘크리트조,02001,아파트,85.000000000
34599921,10891188482,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
34599922,10891188482,2,0,7층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
34599923,10891188482,1,1,1층,19,조적조,02005,경비실,0.092000000
34599924,10891188482,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
34599925,10891188482,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
34599926,10891188482,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
22098157,10891188483,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
22098158,10891188483,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
22098159,10891188483,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
22098160,10891188483,1,1,1층,19,조적조,02005,경비실,0.092000000
22098161,10891188483,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
22098162,10891188483,2,1,1층.2층,21,철근콘크리트조,02006,노인정.관리실,0.406000000
22098163,10891188483,2,1,지하층,21,철근콘크리트조,02005,지하주차장,9.523000000
65703600,10891188484,1,0,3층,21,철근콘크리트조,02001,아파트,85.000000000
65703601,10891188484,2,0,지하층,21,철근콘크리트조,02005,지하대피소,7.557000000
65703602,10891188484,2,0,3층,21,철근콘크리트조,02001,복도.계단.현관,11.616000000
65703603,10891188484,1,1,1층,19,조적조,02005,경비실,0.092000000
65703604,10891188484,2,1,지하.1층,21,철근콘크리트조,02005,기계실,1.231000000
